,index,name,x_coord,y_midpoint,geometry,orig_length,orig_geom,masked_geom,masked_length,hull_trimmed,trimmed_length,frac_to_frac_length,p10_frac,p10_trimmed
469,61,scan_v7_seg_62,3.3895465041981088,-2.9545784295802857,"LINESTRING Z (3.389546504198109 -3.454578429580284 0, 3.389546504198109 -2.454578429580287 0)",0.9999999999999964,"LINESTRING (3.389546504198109 -3.454578429580284, 3.389546504198109 -2.454578429580287)","LINESTRING Z (3.389546504198109 -3.454578429580284 0, 3.389546504198109 -2.454578429580287 0)",0.9999999999999964,"LINESTRING Z (3.389546504198109 -3.454578429580284 0, 3.389546504198109 -2.454578429580287 0)",0.9999999999999964,,,0.0
470,62,scan_v7_seg_63,3.3895465041981088,-2.854578429580286,"LINESTRING Z (3.389546504198109 -3.354578429580284 0, 3.389546504198109 -2.354578429580288 0)",0.9999999999999964,"LINESTRING (3.389546504198109 -3.354578429580284, 3.389546504198109 -2.354578429580288)","LINESTRING Z (3.389546504198109 -3.354578429580284 0, 3.389546504198109 -2.354578429580288 0)",0.9999999999999964,"LINESTRING Z (3.389546504198109 -3.354578429580284 0, 3.389546504198109 -2.354578429580288 0)",0.9999999999999964,,,0.0
471,63,scan_v7_seg_64,3.3895465041981088,-2.7545784295802864,"LINESTRING Z (3.389546504198109 -3.254578429580285 0, 3.389546504198109 -2.254578429580288 0)",0.9999999999999964,"LINESTRING (3.389546504198109 -3.254578429580285, 3.389546504198109 -2.254578429580288)","LINESTRING Z (3.389546504198109 -3.254578429580285 0, 3.389546504198109 -2.254578429580288 0)",0.9999999999999964,"LINESTRING Z (3.389546504198109 -3.254578429580285 0, 3.389546504198109 -2.254578429580288 0)",0.9999999999999964,,,0.0
472,64,scan_v7_seg_65,3.3895465041981088,-2.654578429580287,"LINESTRING Z (3.389546504198109 -3.154578429580285 0, 3.389546504198109 -2.154578429580289 0)",0.9999999999999964,"LINESTRING (3.389546504198109 -3.154578429580285, 3.389546504198109 -2.154578429580289)","LINESTRING Z (3.389546504198109 -3.154578429580285 0, 3.389546504198109 -2.154578429580289 0)",0.9999999999999964,"LINESTRING Z (3.389546504198109 -3.154578429580285 0, 3.389546504198109 -2.154578429580289 0)",0.9999999999999964,,,0.0
473,65,scan_v7_seg_66,3.3895465041981088,-2.554578429580287,"LINESTRING Z (3.389546504198109 -3.054578429580285 0, 3.389546504198109 -2.054578429580289 0)",0.9999999999999964,"LINESTRING (3.389546504198109 -3.054578429580285, 3.389546504198109 -2.054578429580289)","LINESTRING Z (3.389546504198109 -3.054578429580285 0, 3.389546504198109 -2.054578429580289 0)",0.9999999999999964,"LINESTRING Z (3.389546504198109 -3.054578429580285 0, 3.389546504198109 -2.054578429580289 0)",0.9999999999999964,,,0.0
474,66,scan_v7_seg_67,3.3895465041981088,-2.4545784295802875,"LINESTRING Z (3.389546504198109 -2.954578429580286 0, 3.389546504198109 -1.958335070950849 0)",0.9999999999999964,"LINESTRING (3.389546504198109 -2.954578429580286, 3.389546504198109 -1.954578429580289)","LINESTRING Z (3.389546504198109 -2.954578429580286 0, 3.389546504198109 -1.954578429580289 0)",0.9999999999999964,"LINESTRING Z (3.389546504198109 -2.954578429580286 0, 3.389546504198109 -1.958335070950849 0)",0.9962433586294364,,,0.0
475,67,scan_v7_seg_68,3.3895465041981088,-2.354578429580288,"LINESTRING Z (3.389546504198109 -2.854578429580286 0, 3.389546504198109 -1.958335070950849 0)",0.9999999999999964,"LINESTRING (3.389546504198109 -2.854578429580286, 3.389546504198109 -1.85457842958029)","LINESTRING Z (3.389546504198109 -2.854578429580286 0, 3.389546504198109 -1.947949074646305 0)",0.9066293549339814,"LINESTRING Z (3.389546504198109 -2.854578429580286 0, 3.389546504198109 -1.958335070950849 0)",0.8962433586294367,,,0.0
476,0,scan_v8_seg_1,3.8895465041981088,-9.054578429580264,LINESTRING EMPTY,0.9999999999999964,"LINESTRING (3.889546504198109 -9.554578429580262, 3.889546504198109 -8.554578429580266)","LINESTRING Z (3.889546504198109 -9.554578429580262 0, 3.889546504198109 -9.553009807079544 0)",0.0015686225007183197,LINESTRING EMPTY,0.0,,,
477,1,scan_v8_seg_2,3.8895465041981088,-8.954578429580264,GEOMETRYCOLLECTION EMPTY,0.9999999999999964,"LINESTRING (3.889546504198109 -9.454578429580263, 3.889546504198109 -8.454578429580266)",GEOMETRYCOLLECTION EMPTY,0.0,GEOMETRYCOLLECTION EMPTY,0.0,,,
478,2,scan_v8_seg_3,3.8895465041981088,-8.854578429580265,GEOMETRYCOLLECTION EMPTY,0.9999999999999964,"LINESTRING (3.889546504198109 -9.354578429580263, 3.889546504198109 -8.354578429580267)",GEOMETRYCOLLECTION EMPTY,0.0,GEOMETRYCOLLECTION EMPTY,0.0,,,
479,3,scan_v8_seg_4,3.8895465041981088,-8.754578429580265,GEOMETRYCOLLECTION EMPTY,0.9999999999999964,"LINESTRING (3.889546504198109 -9.254578429580263, 3.889546504198109 -8.254578429580267)",GEOMETRYCOLLECTION EMPTY,0.0,GEOMETRYCOLLECTION EMPTY,0.0,,,
480,4,scan_v8_seg_5,3.8895465041981088,-8.654578429580265,GEOMETRYCOLLECTION EMPTY,0.9999999999999964,"LINESTRING (3.889546504198109 -9.154578429580264, 3.889546504198109 -8.154578429580267)",GEOMETRYCOLLECTION EMPTY,0.0,GEOMETRYCOLLECTION EMPTY,0.0,,,
481,5,scan_v8_seg_6,3.8895465041981088,-8.554578429580266,GEOMETRYCOLLECTION EMPTY,0.9999999999999964,"LINESTRING (3.889546504198109 -9.054578429580264, 3.889546504198109 -8.054578429580268)",GEOMETRYCOLLECTION EMPTY,0.0,GEOMETRYCOLLECTION EMPTY,0.0,,,
482,6,scan_v8_seg_7,3.8895465041981088,-8.454578429580266,GEOMETRYCOLLECTION EMPTY,0.9999999999999964,"LINESTRING (3.889546504198109 -8.954578429580264, 3.889546504198109 -7.954578429580268)",GEOMETRYCOLLECTION EMPTY,0.0,GEOMETRYCOLLECTION EMPTY,0.0,,,
483,7,scan_v8_seg_8,3.8895465041981088,-8.354578429580267,GEOMETRYCOLLECTION EMPTY,0.9999999999999964,"LINESTRING (3.889546504198109 -8.854578429580265, 3.889546504198109 -7.854578429580268)",GEOMETRYCOLLECTION EMPTY,0.0,GEOMETRYCOLLECTION EMPTY,0.0,,,
484,8,scan_v8_seg_9,3.8895465041981088,-8.254578429580267,GEOMETRYCOLLECTION EMPTY,0.9999999999999964,"LINESTRING (3.889546504198109 -8.754578429580265, 3.889546504198109 -7.754578429580269)",GEOMETRYCOLLECTION EMPTY,0.0,GEOMETRYCOLLECTION EMPTY,0.0,,,
485,9,scan_v8_seg_10,3.8895465041981088,-8.154578429580267,GEOMETRYCOLLECTION EMPTY,0.9999999999999964,"LINESTRING (3.889546504198109 -8.654578429580265, 3.889546504198109 -7.654578429580269)",GEOMETRYCOLLECTION EMPTY,0.0,GEOMETRYCOLLECTION EMPTY,0.0,,,
486,10,scan_v8_seg_11,3.8895465041981088,-8.054578429580268,GEOMETRYCOLLECTION EMPTY,0.9999999999999964,"LINESTRING (3.889546504198109 -8.554578429580266, 3.889546504198109 -7.554578429580269)",GEOMETRYCOLLECTION EMPTY,0.0,GEOMETRYCOLLECTION EMPTY,0.0,,,
487,11,scan_v8_seg_12,3.8895465041981088,-7.954578429580268,GEOMETRYCOLLECTION EMPTY,0.9999999999999964,"LINESTRING (3.889546504198109 -8.454578429580266, 3.889546504198109 -7.45457842958027)",GEOMETRYCOLLECTION EMPTY,0.0,GEOMETRYCOLLECTION EMPTY,0.0,,,
488,12,scan_v8_seg_13,3.8895465041981088,-7.854578429580268,GEOMETRYCOLLECTION EMPTY,0.9999999999999964,"LINESTRING (3.889546504198109 -8.354578429580267, 3.889546504198109 -7.35457842958027)",GEOMETRYCOLLECTION EMPTY,0.0,GEOMETRYCOLLECTION EMPTY,0.0,,,
489,13,scan_v8_seg_14,3.8895465041981088,-7.754578429580269,GEOMETRYCOLLECTION EMPTY,0.9999999999999964,"LINESTRING (3.889546504198109 -8.254578429580267, 3.889546504198109 -7.25457842958027)",GEOMETRYCOLLECTION EMPTY,0.0,GEOMETRYCOLLECTION EMPTY,0.0,,,
490,14,scan_v8_seg_15,3.8895465041981088,-7.654578429580269,GEOMETRYCOLLECTION EMPTY,0.9999999999999964,"LINESTRING (3.889546504198109 -8.154578429580267, 3.889546504198109 -7.154578429580271)",GEOMETRYCOLLECTION EMPTY,0.0,GEOMETRYCOLLECTION EMPTY,0.0,,,
491,15,scan_v8_seg_16,3.8895465041981088,-7.554578429580269,GEOMETRYCOLLECTION EMPTY,0.9999999999999964,"LINESTRING (3.889546504198109 -8.054578429580268, 3.889546504198109 -7.054578429580271)",GEOMETRYCOLLECTION EMPTY,0.0,GEOMETRYCOLLECTION EMPTY,0.0,,,
492,16,scan_v8_seg_17,3.8895465041981088,-7.45457842958027,GEOMETRYCOLLECTION EMPTY,0.9999999999999964,"LINESTRING (3.889546504198109 -7.954578429580268, 3.889546504198109 -6.954578429580272)",GEOMETRYCOLLECTION EMPTY,0.0,GEOMETRYCOLLECTION EMPTY,0.0,,,
493,17,scan_v8_seg_18,3.8895465041981088,-7.35457842958027,"LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.854578429580272 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -7.854578429580268, 3.889546504198109 -6.854578429580272)","LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.854578429580272 0)",0.04943293109765268,"LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.854578429580272 0)",0.04943293109765268,,,0.0
494,18,scan_v8_seg_19,3.8895465041981088,-7.25457842958027,"LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.754578429580272 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -7.754578429580269, 3.889546504198109 -6.754578429580272)","LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.754578429580272 0)",0.14943293109765232,"LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.754578429580272 0)",0.14943293109765232,,,0.0
495,19,scan_v8_seg_20,3.8895465041981088,-7.154578429580271,"LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.654578429580273 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -7.654578429580269, 3.889546504198109 -6.654578429580273)","LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.654578429580273 0)",0.24943293109765197,"LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.654578429580273 0)",0.24943293109765197,,,0.0
496,20,scan_v8_seg_21,3.8895465041981088,-7.054578429580271,"LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.554578429580273 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -7.554578429580269, 3.889546504198109 -6.554578429580273)","LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.554578429580273 0)",0.3494329310976516,"LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.554578429580273 0)",0.3494329310976516,,,0.0
497,21,scan_v8_seg_22,3.8895465041981088,-6.9545784295802715,"LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.454578429580273 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -7.45457842958027, 3.889546504198109 -6.454578429580273)","LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.454578429580273 0)",0.44943293109765126,"LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.454578429580273 0)",0.44943293109765126,0.0,,2.2250260957907497
498,22,scan_v8_seg_23,3.8895465041981088,-6.854578429580272,"LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.354578429580274 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -7.35457842958027, 3.889546504198109 -6.354578429580274)","LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.354578429580274 0)",0.5494329310976509,"LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.354578429580274 0)",0.5494329310976509,0.0,,1.820058360903507
499,23,scan_v8_seg_24,3.8895465041981088,-6.754578429580272,"LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.254578429580274 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -7.25457842958027, 3.889546504198109 -6.254578429580274)","LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.254578429580274 0)",0.6494329310976505,"LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.254578429580274 0)",0.6494329310976505,0.0,,1.5398048853325506
500,24,scan_v8_seg_25,3.8895465041981088,-6.654578429580273,"LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.154578429580274 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -7.154578429580271, 3.889546504198109 -6.154578429580274)","LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.154578429580274 0)",0.7494329310976502,"LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.154578429580274 0)",0.7494329310976502,0.0,,1.334342218636375
501,25,scan_v8_seg_26,3.8895465041981088,-6.554578429580273,"LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.054578429580275 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -7.054578429580271, 3.889546504198109 -6.054578429580275)","LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.054578429580275 0)",0.8494329310976498,"LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -6.054578429580275 0)",0.8494329310976498,0.0,,1.1772559826563178
502,26,scan_v8_seg_27,3.8895465041981088,-6.454578429580273,"LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -5.954578429580275 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -6.954578429580272, 3.889546504198109 -5.954578429580275)","LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -5.954578429580275 0)",0.9494329310976495,"LINESTRING Z (3.889546504198109 -6.904011360677925 0, 3.889546504198109 -5.954578429580275 0)",0.9494329310976495,0.0,,1.0532602854252058
503,27,scan_v8_seg_28,3.8895465041981088,-6.354578429580274,"LINESTRING Z (3.889546504198109 -6.854578429580272 0, 3.889546504198109 -5.854578429580275 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -6.854578429580272, 3.889546504198109 -5.854578429580275)","LINESTRING Z (3.889546504198109 -6.854578429580272 0, 3.889546504198109 -5.854578429580275 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -6.854578429580272 0, 3.889546504198109 -5.854578429580275 0)",0.9999999999999964,0.0,,1.0000000000000036
504,28,scan_v8_seg_29,3.8895465041981088,-6.254578429580274,"LINESTRING Z (3.889546504198109 -6.754578429580272 0, 3.889546504198109 -5.754578429580276 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -6.754578429580272, 3.889546504198109 -5.754578429580276)","LINESTRING Z (3.889546504198109 -6.754578429580272 0, 3.889546504198109 -5.754578429580276 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -6.754578429580272 0, 3.889546504198109 -5.754578429580276 0)",0.9999999999999964,0.0,,1.0000000000000036
505,29,scan_v8_seg_30,3.8895465041981088,-6.154578429580274,"LINESTRING Z (3.889546504198109 -6.654578429580273 0, 3.889546504198109 -5.654578429580276 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -6.654578429580273, 3.889546504198109 -5.654578429580276)","LINESTRING Z (3.889546504198109 -6.654578429580273 0, 3.889546504198109 -5.654578429580276 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -6.654578429580273 0, 3.889546504198109 -5.654578429580276 0)",0.9999999999999964,0.0,,1.0000000000000036
506,30,scan_v8_seg_31,3.8895465041981088,-6.054578429580275,"LINESTRING Z (3.889546504198109 -6.554578429580273 0, 3.889546504198109 -5.554578429580276 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -6.554578429580273, 3.889546504198109 -5.554578429580276)","LINESTRING Z (3.889546504198109 -6.554578429580273 0, 3.889546504198109 -5.554578429580276 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -6.554578429580273 0, 3.889546504198109 -5.554578429580276 0)",0.9999999999999964,0.0,,1.0000000000000036
507,31,scan_v8_seg_32,3.8895465041981088,-5.954578429580275,"LINESTRING Z (3.889546504198109 -6.454578429580273 0, 3.889546504198109 -5.454578429580277 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -6.454578429580273, 3.889546504198109 -5.454578429580277)","LINESTRING Z (3.889546504198109 -6.454578429580273 0, 3.889546504198109 -5.454578429580277 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -6.454578429580273 0, 3.889546504198109 -5.454578429580277 0)",0.9999999999999964,0.06978130816232575,28.660970289458984,2.000000000000007
508,32,scan_v8_seg_33,3.8895465041981088,-5.854578429580275,"LINESTRING Z (3.889546504198109 -6.354578429580274 0, 3.889546504198109 -5.354578429580277 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -6.354578429580274, 3.889546504198109 -5.354578429580277)","LINESTRING Z (3.889546504198109 -6.354578429580274 0, 3.889546504198109 -5.354578429580277 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -6.354578429580274 0, 3.889546504198109 -5.354578429580277 0)",0.9999999999999964,0.06978130816232575,28.660970289458984,2.000000000000007
509,33,scan_v8_seg_34,3.8895465041981088,-5.754578429580276,"LINESTRING Z (3.889546504198109 -6.254578429580274 0, 3.889546504198109 -5.254578429580278 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -6.254578429580274, 3.889546504198109 -5.254578429580278)","LINESTRING Z (3.889546504198109 -6.254578429580274 0, 3.889546504198109 -5.254578429580278 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -6.254578429580274 0, 3.889546504198109 -5.254578429580278 0)",0.9999999999999964,0.06978130816232575,28.660970289458984,2.000000000000007
510,34,scan_v8_seg_35,3.8895465041981088,-5.654578429580276,"LINESTRING Z (3.889546504198109 -6.154578429580274 0, 3.889546504198109 -5.154578429580278 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -6.154578429580274, 3.889546504198109 -5.154578429580278)","LINESTRING Z (3.889546504198109 -6.154578429580274 0, 3.889546504198109 -5.154578429580278 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -6.154578429580274 0, 3.889546504198109 -5.154578429580278 0)",0.9999999999999964,0.06978130816232575,28.660970289458984,2.000000000000007
511,35,scan_v8_seg_36,3.8895465041981088,-5.5545784295802765,"LINESTRING Z (3.889546504198109 -6.054578429580275 0, 3.889546504198109 -5.054578429580278 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -6.054578429580275, 3.889546504198109 -5.054578429580278)","LINESTRING Z (3.889546504198109 -6.054578429580275 0, 3.889546504198109 -5.054578429580278 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -6.054578429580275 0, 3.889546504198109 -5.054578429580278 0)",0.9999999999999964,0.06978130816232575,28.660970289458984,2.000000000000007
512,36,scan_v8_seg_37,3.8895465041981088,-5.454578429580277,"LINESTRING Z (3.889546504198109 -5.954578429580275 0, 3.889546504198109 -4.954578429580279 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -5.954578429580275, 3.889546504198109 -4.954578429580279)","LINESTRING Z (3.889546504198109 -5.954578429580275 0, 3.889546504198109 -4.954578429580279 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -5.954578429580275 0, 3.889546504198109 -4.954578429580279 0)",0.9999999999999964,0.06978130816232575,28.660970289458984,2.000000000000007
513,37,scan_v8_seg_38,3.8895465041981088,-5.354578429580277,"LINESTRING Z (3.889546504198109 -5.854578429580275 0, 3.889546504198109 -4.854578429580279 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -5.854578429580275, 3.889546504198109 -4.854578429580279)","LINESTRING Z (3.889546504198109 -5.854578429580275 0, 3.889546504198109 -4.854578429580279 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -5.854578429580275 0, 3.889546504198109 -4.854578429580279 0)",0.9999999999999964,0.06978130816232575,28.660970289458984,2.000000000000007
514,38,scan_v8_seg_39,3.8895465041981088,-5.2545784295802775,"LINESTRING Z (3.889546504198109 -5.754578429580276 0, 3.889546504198109 -4.754578429580279 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -5.754578429580276, 3.889546504198109 -4.754578429580279)","LINESTRING Z (3.889546504198109 -5.754578429580276 0, 3.889546504198109 -4.754578429580279 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -5.754578429580276 0, 3.889546504198109 -4.754578429580279 0)",0.9999999999999964,0.7193714241057396,4.170307437120318,3.0000000000000107
515,39,scan_v8_seg_40,3.8895465041981088,-5.154578429580278,"LINESTRING Z (3.889546504198109 -5.654578429580276 0, 3.889546504198109 -4.65457842958028 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -5.654578429580276, 3.889546504198109 -4.65457842958028)","LINESTRING Z (3.889546504198109 -5.654578429580276 0, 3.889546504198109 -4.65457842958028 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -5.654578429580276 0, 3.889546504198109 -4.65457842958028 0)",0.9999999999999964,0.7193714241057396,4.170307437120318,3.0000000000000107
516,40,scan_v8_seg_41,3.8895465041981088,-5.054578429580278,"LINESTRING Z (3.889546504198109 -5.554578429580276 0, 3.889546504198109 -4.55457842958028 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -5.554578429580276, 3.889546504198109 -4.55457842958028)","LINESTRING Z (3.889546504198109 -5.554578429580276 0, 3.889546504198109 -4.55457842958028 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -5.554578429580276 0, 3.889546504198109 -4.55457842958028 0)",0.9999999999999964,0.7193714241057396,4.170307437120318,3.0000000000000107
517,41,scan_v8_seg_42,3.8895465041981088,-4.954578429580279,"LINESTRING Z (3.889546504198109 -5.454578429580277 0, 3.889546504198109 -4.45457842958028 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -5.454578429580277, 3.889546504198109 -4.45457842958028)","LINESTRING Z (3.889546504198109 -5.454578429580277 0, 3.889546504198109 -4.45457842958028 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -5.454578429580277 0, 3.889546504198109 -4.45457842958028 0)",0.9999999999999964,0.0,,1.0000000000000036
518,42,scan_v8_seg_43,3.8895465041981088,-4.854578429580279,"LINESTRING Z (3.889546504198109 -5.354578429580277 0, 3.889546504198109 -4.354578429580281 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -5.354578429580277, 3.889546504198109 -4.354578429580281)","LINESTRING Z (3.889546504198109 -5.354578429580277 0, 3.889546504198109 -4.354578429580281 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -5.354578429580277 0, 3.889546504198109 -4.354578429580281 0)",0.9999999999999964,0.0,,1.0000000000000036
519,43,scan_v8_seg_44,3.8895465041981088,-4.754578429580279,"LINESTRING Z (3.889546504198109 -5.254578429580278 0, 3.889546504198109 -4.254578429580281 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -5.254578429580278, 3.889546504198109 -4.254578429580281)","LINESTRING Z (3.889546504198109 -5.254578429580278 0, 3.889546504198109 -4.254578429580281 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -5.254578429580278 0, 3.889546504198109 -4.254578429580281 0)",0.9999999999999964,0.5140024397857754,3.8910321142318987,2.000000000000007
520,44,scan_v8_seg_45,3.8895465041981088,-4.65457842958028,"LINESTRING Z (3.889546504198109 -5.154578429580278 0, 3.889546504198109 -4.154578429580281 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -5.154578429580278, 3.889546504198109 -4.154578429580281)","LINESTRING Z (3.889546504198109 -5.154578429580278 0, 3.889546504198109 -4.154578429580281 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -5.154578429580278 0, 3.889546504198109 -4.154578429580281 0)",0.9999999999999964,0.5140024397857754,3.8910321142318987,2.000000000000007
521,45,scan_v8_seg_46,3.8895465041981088,-4.55457842958028,"LINESTRING Z (3.889546504198109 -5.054578429580278 0, 3.889546504198109 -4.054578429580282 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -5.054578429580278, 3.889546504198109 -4.054578429580282)","LINESTRING Z (3.889546504198109 -5.054578429580278 0, 3.889546504198109 -4.054578429580282 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -5.054578429580278 0, 3.889546504198109 -4.054578429580282 0)",0.9999999999999964,0.5140024397857754,3.8910321142318987,2.000000000000007
522,46,scan_v8_seg_47,3.8895465041981088,-4.45457842958028,"LINESTRING Z (3.889546504198109 -4.954578429580279 0, 3.889546504198109 -3.954578429580282 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -4.954578429580279, 3.889546504198109 -3.954578429580282)","LINESTRING Z (3.889546504198109 -4.954578429580279 0, 3.889546504198109 -3.954578429580282 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -4.954578429580279 0, 3.889546504198109 -3.954578429580282 0)",0.9999999999999964,0.5140024397857754,3.8910321142318987,2.000000000000007
523,47,scan_v8_seg_48,3.8895465041981088,-4.354578429580281,"LINESTRING Z (3.889546504198109 -4.854578429580279 0, 3.889546504198109 -3.854578429580283 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -4.854578429580279, 3.889546504198109 -3.854578429580283)","LINESTRING Z (3.889546504198109 -4.854578429580279 0, 3.889546504198109 -3.854578429580283 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -4.854578429580279 0, 3.889546504198109 -3.854578429580283 0)",0.9999999999999964,0.5140024397857754,3.8910321142318987,2.000000000000007
524,48,scan_v8_seg_49,3.8895465041981088,-4.254578429580281,"LINESTRING Z (3.889546504198109 -4.754578429580279 0, 3.889546504198109 -3.754578429580283 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -4.754578429580279, 3.889546504198109 -3.754578429580283)","LINESTRING Z (3.889546504198109 -4.754578429580279 0, 3.889546504198109 -3.754578429580283 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -4.754578429580279 0, 3.889546504198109 -3.754578429580283 0)",0.9999999999999964,0.0,,1.0000000000000036
525,49,scan_v8_seg_50,3.8895465041981088,-4.1545784295802815,"LINESTRING Z (3.889546504198109 -4.65457842958028 0, 3.889546504198109 -3.654578429580283 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -4.65457842958028, 3.889546504198109 -3.654578429580283)","LINESTRING Z (3.889546504198109 -4.65457842958028 0, 3.889546504198109 -3.654578429580283 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -4.65457842958028 0, 3.889546504198109 -3.654578429580283 0)",0.9999999999999964,0.0,,1.0000000000000036
526,50,scan_v8_seg_51,3.8895465041981088,-4.054578429580282,"LINESTRING Z (3.889546504198109 -4.55457842958028 0, 3.889546504198109 -3.554578429580284 0)",0.9999999999999964,"LINESTRING (3.889546504198109 -4.55457842958028, 3.889546504198109 -3.554578429580284)","LINESTRING Z (3.889546504198109 -4.55457842958028 0, 3.889546504198109 -3.554578429580284 0)",0.9999999999999964,"LINESTRING Z (3.889546504198109 -4.55457842958028 0, 3.889546504198109 -3.554578429580284 0)",0.9999999999999964,0.0,,1.0000000000000036
