,index,name,y_coord,x_midpoint,orig_length,masked_length,p10_masked
0,0,scan_h_1_seg_1,-9.304578429580262,0.69893718435447,1.0,0.0,
1,1,scan_h_1_seg_2,-9.304578429580262,1.6989371843544703,1.0000000000000002,0.0,
2,2,scan_h_1_seg_3,-9.304578429580262,2.6989371843544703,1.0,0.0,
3,3,scan_h_1_seg_4,-9.304578429580262,3.6989371843544703,1.0,0.0,
4,4,scan_h_1_seg_5,-9.304578429580262,4.69893718435447,1.0,0.0,
5,5,scan_h_1_seg_6,-9.304578429580262,5.69893718435447,1.0,0.0,
6,6,scan_h_1_seg_7,-9.304578429580262,6.69893718435447,1.0,0.0,
7,7,scan_h_1_seg_8,-9.304578429580262,7.69893718435447,1.0,0.0,
8,8,scan_h_1_seg_9,-9.304578429580262,8.69893718435447,1.0,0.0,
9,9,scan_h_1_seg_10,-9.304578429580262,9.69893718435447,1.0,0.0,
10,10,scan_h_1_seg_11,-9.304578429580262,10.69893718435447,1.0,0.0,
11,11,scan_h_1_seg_12,-9.304578429580262,11.69893718435447,1.0,0.0,
12,0,scan_h_2_seg_1,-8.804578429580262,0.69893718435447,1.0,0.0,
13,1,scan_h_2_seg_2,-8.804578429580262,1.6989371843544703,1.0000000000000002,0.0,
14,2,scan_h_2_seg_3,-8.804578429580262,2.6989371843544703,1.0,0.0,
15,3,scan_h_2_seg_4,-8.804578429580262,3.6989371843544703,1.0,0.0,
16,4,scan_h_2_seg_5,-8.804578429580262,4.69893718435447,1.0,0.0,
17,5,scan_h_2_seg_6,-8.804578429580262,5.69893718435447,1.0,0.0,
18,6,scan_h_2_seg_7,-8.804578429580262,6.69893718435447,1.0,0.0,
19,7,scan_h_2_seg_8,-8.804578429580262,7.69893718435447,1.0,0.0,
20,8,scan_h_2_seg_9,-8.804578429580262,8.69893718435447,1.0,0.0,
21,9,scan_h_2_seg_10,-8.804578429580262,9.69893718435447,1.0,0.0,
22,10,scan_h_2_seg_11,-8.804578429580262,10.69893718435447,1.0,0.0,
23,11,scan_h_2_seg_12,-8.804578429580262,11.69893718435447,1.0,0.0,
24,0,scan_h_3_seg_1,-8.304578429580262,0.69893718435447,1.0,0.0,
25,1,scan_h_3_seg_2,-8.304578429580262,1.6989371843544703,1.0000000000000002,0.0,
26,2,scan_h_3_seg_3,-8.304578429580262,2.6989371843544703,1.0,0.0,
27,3,scan_h_3_seg_4,-8.304578429580262,3.6989371843544703,1.0,0.0,
28,4,scan_h_3_seg_5,-8.304578429580262,4.69893718435447,1.0,0.0,
29,5,scan_h_3_seg_6,-8.304578429580262,5.69893718435447,1.0,0.0,
30,6,scan_h_3_seg_7,-8.304578429580262,6.69893718435447,1.0,0.0,
31,7,scan_h_3_seg_8,-8.304578429580262,7.69893718435447,1.0,0.0,
32,8,scan_h_3_seg_9,-8.304578429580262,8.69893718435447,1.0,0.0,
33,9,scan_h_3_seg_10,-8.304578429580262,9.69893718435447,1.0,0.0,
34,10,scan_h_3_seg_11,-8.304578429580262,10.69893718435447,1.0,0.0,
35,11,scan_h_3_seg_12,-8.304578429580262,11.69893718435447,1.0,0.0,
36,0,scan_h_4_seg_1,-7.804578429580262,0.69893718435447,1.0,0.0,
37,1,scan_h_4_seg_2,-7.804578429580262,1.6989371843544703,1.0000000000000002,0.0,
38,2,scan_h_4_seg_3,-7.804578429580262,2.6989371843544703,1.0,0.0,
39,3,scan_h_4_seg_4,-7.804578429580262,3.6989371843544703,1.0,0.0,
40,4,scan_h_4_seg_5,-7.804578429580262,4.69893718435447,1.0,0.0,
41,5,scan_h_4_seg_6,-7.804578429580262,5.69893718435447,1.0,0.0,
42,6,scan_h_4_seg_7,-7.804578429580262,6.69893718435447,1.0,0.0,
43,7,scan_h_4_seg_8,-7.804578429580262,7.69893718435447,1.0,0.0,
44,8,scan_h_4_seg_9,-7.804578429580262,8.69893718435447,1.0,0.0,
45,9,scan_h_4_seg_10,-7.804578429580262,9.69893718435447,1.0,0.0,
46,10,scan_h_4_seg_11,-7.804578429580262,10.69893718435447,1.0,0.0,
47,11,scan_h_4_seg_12,-7.804578429580262,11.69893718435447,1.0,0.0,
48,0,scan_h_5_seg_1,-7.304578429580262,0.69893718435447,1.0,0.0,
49,1,scan_h_5_seg_2,-7.304578429580262,1.6989371843544703,1.0000000000000002,0.0,
50,2,scan_h_5_seg_3,-7.304578429580262,2.6989371843544703,1.0,0.0,
51,3,scan_h_5_seg_4,-7.304578429580262,3.6989371843544703,1.0,0.0,
52,4,scan_h_5_seg_5,-7.304578429580262,4.69893718435447,1.0,0.0,
53,5,scan_h_5_seg_6,-7.304578429580262,5.69893718435447,1.0,0.0,
54,6,scan_h_5_seg_7,-7.304578429580262,6.69893718435447,1.0,0.0,
55,7,scan_h_5_seg_8,-7.304578429580262,7.69893718435447,1.0,0.0,
56,8,scan_h_5_seg_9,-7.304578429580262,8.69893718435447,1.0,0.9902351348141103,0.0
57,9,scan_h_5_seg_10,-7.304578429580262,9.69893718435447,1.0,0.5918493934073457,0.0
58,10,scan_h_5_seg_11,-7.304578429580262,10.69893718435447,1.0,0.0,
59,11,scan_h_5_seg_12,-7.304578429580262,11.69893718435447,1.0,0.0,
60,0,scan_h_6_seg_1,-6.804578429580262,0.69893718435447,1.0,0.0,
61,1,scan_h_6_seg_2,-6.804578429580262,1.6989371843544703,1.0000000000000002,0.0,
62,2,scan_h_6_seg_3,-6.804578429580262,2.6989371843544703,1.0,0.868383202956124,3.45469602565721
